category_id,pv,fav,cart,buy,category_conv_rate
4960901,26,0,2,0,0.0
4963121,44,0,1,0,0.0
4963533,1,0,0,0,0.0
4963777,32,1,2,0,0.0
4963975,7,0,0,0,0.0
4964406,2,0,0,0,0.0
4965802,133,0,4,0,0.0
4969437,1,0,0,0,0.0
4970836,29,2,2,0,0.0
4971646,29,0,4,0,0.0
4971918,4,0,0,0,0.0
4972037,2,0,1,0,0.0
4972311,5,1,0,0,0.0
4976839,75,4,0,0,0.0
4977260,4,0,1,0,0.0
4977497,127,1,3,0,0.0
4977533,18,0,0,0,0.0
4978351,50,5,0,0,0.0
4979785,1,0,0,0,0.0
4979919,18,2,1,0,0.0
4981015,44,0,0,0,0.0
4981586,24,1,2,0,0.0
4985275,11,1,3,0,0.0
4986498,5,0,0,0,0.0
4987122,7,0,0,0,0.0
4987918,4,0,0,0,0.0
4989544,6,4,2,0,0.0
4989816,58,3,4,0,0.0
4990074,3,0,0,0,0.0
4991326,3,0,0,0,0.0
4993585,2,0,0,0,0.0
4995313,13,3,0,0,0.0
4995843,7,0,0,0,0.0
4998889,7,0,1,0,0.0
5001131,9,0,0,0,0.0
5004494,4,0,0,0,0.0
5005165,33,2,0,0,0.0
5007451,2,0,0,0,0.0
5008322,3,1,0,0,0.0
5009745,0,0,1,0,0.0
5009973,6,0,0,0,0.0
5011708,5,0,0,0,0.0
5015017,19,0,1,0,0.0
5016246,5,0,0,0,0.0
5016461,27,0,2,0,0.0
5017401,3,0,0,0,0.0
5023473,14,0,0,0,0.0
5025425,4,0,0,0,0.0
5025773,15,0,0,0,0.0
5027843,3,0,0,0,0.0
5032953,10,0,0,0,0.0
5035287,2,0,1,0,0.0
5035745,38,1,1,0,0.0
5037383,6,0,0,0,0.0
5038211,3,0,0,0,0.0
5038268,0,1,0,0,0.0
5040630,10,0,1,0,0.0
5040906,4,0,0,0,0.0
5041509,1,0,0,0,0.0
5042232,94,0,6,0,0.0
5043341,2,0,0,0,0.0
5044001,1,0,0,0,0.0
5047710,13,0,0,0,0.0
5050206,0,0,1,0,0.0
5052177,23,0,2,0,0.0
5052904,19,0,0,0,0.0
5053129,31,2,2,0,0.0
5055329,50,1,4,0,0.0
5055998,15,0,0,0,0.0
5060757,34,0,2,0,0.0
5060852,3,0,0,0,0.0
5064168,25,0,0,0,0.0
5066178,4,0,0,0,0.0
5066282,12,0,1,0,0.0
5066805,17,0,1,0,0.0
5073012,2,0,0,0,0.0
5073790,2,0,0,0,0.0
5076053,22,0,0,0,0.0
5079208,2,0,0,0,0.0
5079277,1,0,0,0,0.0
5079575,1,0,0,0,0.0
5082011,5,0,0,0,0.0
5083778,1,0,0,0,0.0
5085490,15,1,0,0,0.0
5086461,2,0,0,0,0.0
5086773,1,0,1,0,0.0
5088091,30,1,0,0,0.0
5089657,1,0,0,0,0.0
5091218,8,0,0,0,0.0
5091553,1,0,0,0,0.0
5091710,1,0,0,0,0.0
5092376,1,0,0,0,0.0
5092474,1,0,0,0,0.0
5093750,5,0,0,0,0.0
5094017,1,0,0,0,0.0
5099881,20,0,3,0,0.0
5101743,2,0,0,0,0.0
5102377,2,0,2,0,0.0
5104523,1,0,0,0,0.0
5105125,18,0,0,0,0.0
5105973,10,0,1,0,0.0
5106609,51,0,2,0,0.0
5106626,6,0,0,0,0.0
5106813,2,0,1,0,0.0
5107988,4,0,1,0,0.0
5109144,25,0,0,0,0.0
5110023,0,0,1,0,0.0
5110799,1,0,0,0,0.0
5112769,2,0,0,0,0.0
5113054,1,0,0,0,0.0
5115358,8,0,1,0,0.0
5115570,1,1,0,0,0.0
5117234,5,0,0,0,0.0
5117554,1,0,0,0,0.0
5126160,1,0,0,0,0.0
5126693,2,0,0,0,0.0
5127288,4,2,0,0,0.0
5129447,0,0,2,0,0.0
5130965,3,1,0,0,0.0
5132867,32,0,0,0,0.0
5138000,19,0,0,0,0.0
5138762,50,2,0,0,0.0
5140004,32,0,2,0,0.0
5141934,4,1,0,0,0.0
5142054,2,0,0,0,0.0
5144304,4,0,0,0,0.0
5146636,68,1,2,0,0.0
5147697,3,0,0,0,0.0
5148429,20,0,0,0,0.0
5148597,15,0,1,0,0.0
5150376,1,0,0,0,0.0
5150481,2,0,0,0,0.0
5150593,8,0,2,0,0.0
5155437,2,0,1,0,0.0
5157813,3,0,0,0,0.0
4907,36,0,3,0,0.0
6991,4,0,0,0,0.0
7240,12,0,1,0,0.0
12407,62,0,5,0,0.0
12566,0,0,1,0,0.0
13437,3,0,0,0,0.0
15890,38,10,1,0,0.0
16766,38,0,0,0,0.0
17307,10,0,0,0,0.0
17710,19,0,0,0,0.0
20683,1,0,0,0,0.0
21032,1,0,0,0,0.0
22892,247,11,5,0,0.0
25196,1,0,0,0,0.0
25849,35,2,2,0,0.0
26128,5,0,1,0,0.0
29017,4,0,0,0,0.0
29244,3,0,0,0,0.0
29895,5,0,0,0,0.0
30676,70,7,2,0,0.0
32318,6,0,1,0,0.0
32967,29,1,0,0,0.0
41527,22,0,1,0,0.0
42379,2,0,0,0,0.0
43991,1,0,0,0,0.0
44158,40,2,1,0,0.0
46027,18,1,0,0,0.0
47156,2,0,0,0,0.0
48328,1,0,0,0,0.0
50131,1,0,0,0,0.0
53656,11,0,1,0,0.0
58890,7,1,0,0,0.0
64327,1,0,0,0,0.0
66556,4,0,0,0,0.0
70583,1,0,0,0,0.0
72090,3,0,0,0,0.0
74392,1,0,0,0,0.0
75275,10,1,0,0,0.0
77546,2,0,0,0,0.0
78890,1,0,0,0,0.0
79085,30,0,2,0,0.0
79592,8,4,1,0,0.0
82924,5,0,0,0,0.0
83555,7,1,1,0,0.0
86415,27,2,2,0,0.0
88095,1,0,0,0,0.0
88117,1,0,0,0,0.0
88462,79,1,9,0,0.0
89797,11,0,2,0,0.0
91435,3,0,0,0,0.0
91943,43,3,0,0,0.0
95456,6,0,0,0,0.0
97554,13,0,1,0,0.0
98863,6,2,1,0,0.0
100795,10,0,0,0,0.0
101539,35,3,0,0,0.0
101629,1,0,0,0,0.0
102113,3,0,0,0,0.0
102610,15,0,1,0,0.0
102917,2,2,0,0,0.0
104209,37,0,1,0,0.0
104462,119,1,8,0,0.0
106801,1,0,0,0,0.0
108936,4,0,0,0,0.0
109040,1,0,0,0,0.0
119613,44,0,2,0,0.0
119869,12,0,2,0,0.0
119876,1,0,0,0,0.0
120493,8,0,0,0,0.0
127286,44,3,2,0,0.0
128749,41,0,2,0,0.0
128908,43,1,0,0,0.0
133009,57,6,5,0,0.0
136225,16,0,2,0,0.0
137459,49,2,0,0,0.0
138307,1,0,0,0,0.0
140601,15,0,0,0,0.0
142059,23,0,1,0,0.0
143013,16,0,1,0,0.0
144908,2,0,0,0,0.0
145365,41,0,0,0,0.0
147092,1,0,0,0,0.0
147525,9,0,0,0,0.0
148169,104,1,7,0,0.0
149656,29,0,1,0,0.0
150092,45,3,2,0,0.0
153248,10,0,0,0,0.0
154292,2,0,0,0,0.0
156864,3,1,1,0,0.0
157420,9,0,0,0,0.0
157489,4,0,0,0,0.0
164862,2,0,0,0,0.0
166281,1,0,0,0,0.0
166971,11,0,0,0,0.0
167101,3,0,0,0,0.0
167871,276,9,4,0,0.0
168173,9,0,1,0,0.0
171569,12,1,3,0,0.0
172164,19,0,1,0,0.0
172778,17,0,0,0,0.0
176011,6,1,1,0,0.0
180839,0,0,3,0,0.0
183265,4,0,0,0,0.0
184290,74,6,3,0,0.0
188833,1,0,0,0,0.0
191050,1,0,0,0,0.0
196243,12,0,0,0,0.0
197048,22,0,2,0,0.0
197654,2,0,0,0,0.0
199300,9,0,0,0,0.0
199436,7,0,0,0,0.0
200040,4,1,0,0,0.0
200533,4,0,0,0,0.0
201150,2,0,0,0,0.0
201536,4,0,0,0,0.0
202156,103,3,4,0,0.0
203384,10,0,3,0,0.0
203821,7,0,0,0,0.0
204327,1,0,0,0,0.0
206668,8,0,0,0,0.0
208658,3,0,0,0,0.0
208792,1,0,0,0,0.0
210158,21,1,1,0,0.0
211402,16,0,1,0,0.0
213372,1,0,0,0,0.0
213769,3,0,0,0,0.0
217383,16,0,0,0,0.0
219991,1,0,0,0,0.0
221208,1,0,0,0,0.0
222819,9,0,2,0,0.0
223764,1,0,1,0,0.0
232017,1,0,0,0,0.0
232459,1,0,0,0,0.0
232949,2,0,0,0,0.0
235118,14,1,1,0,0.0
236839,4,0,0,0,0.0
239731,27,3,1,0,0.0
240013,5,0,0,0,0.0
242624,2,0,0,0,0.0
246830,26,1,2,0,0.0
246973,24,2,1,0,0.0
249261,91,2,9,0,0.0
249998,1,0,0,0,0.0
253548,1,0,0,0,0.0
254470,1,0,0,0,0.0
254942,1,0,0,0,0.0
255113,24,0,1,0,0.0
255176,14,0,1,0,0.0
255508,11,0,1,0,0.0
260238,30,0,0,0,0.0
261087,12,0,0,0,0.0
261723,5,0,1,0,0.0
262123,12,2,0,0,0.0
262776,2,0,0,0,0.0
264033,1,0,0,0,0.0
265031,3,0,0,0,0.0
268251,25,3,1,0,0.0
271505,59,3,3,0,0.0
272572,9,0,1,0,0.0
275937,10,1,1,0,0.0
278173,22,0,2,0,0.0
279087,1,0,0,0,0.0
280333,29,0,3,0,0.0
280718,3,0,0,0,0.0
281302,11,0,0,0,0.0
282457,0,0,1,0,0.0
282563,6,1,1,0,0.0
285203,25,2,0,0,0.0
285669,1,0,0,0,0.0
286720,5,0,0,0,0.0
287137,17,1,4,0,0.0
291003,5,0,0,0,0.0
292651,8,0,0,0,0.0
292885,32,0,1,0,0.0
293909,8,0,0,0,0.0
294080,12,0,0,0,0.0
294308,23,1,0,0,0.0
294640,1,0,0,0,0.0
294944,1,0,0,0,0.0
295601,4,0,0,0,0.0
296813,21,0,0,0,0.0
297829,2,0,0,0,0.0
298586,30,2,1,0,0.0
298667,1,0,0,0,0.0
300463,11,2,1,0,0.0
305551,16,1,2,0,0.0
306020,15,1,3,0,0.0
306342,4,0,0,0,0.0
306490,10,0,1,0,0.0
307390,1,0,0,0,0.0
309088,35,4,2,0,0.0
312333,2,0,0,0,0.0
314487,2,0,0,0,0.0
315633,5,0,1,0,0.0
316594,1,0,0,0,0.0
317587,22,0,1,0,0.0
317735,3,0,0,0,0.0
318811,18,0,0,0,0.0
320783,2,0,0,0,0.0
321175,1,0,0,0,0.0
332127,196,14,14,0,0.0
333295,6,0,0,0,0.0
334451,2,0,0,0,0.0
338881,6,0,0,0,0.0
340378,2,1,0,0,0.0
340619,2,0,0,0,0.0
341636,1,0,0,0,0.0
343112,14,0,1,0,0.0
343590,2,0,0,0,0.0
343763,1,0,0,0,0.0
348175,182,8,6,0,0.0
350189,1,0,0,0,0.0
351048,160,5,4,0,0.0
354256,15,1,0,0,0.0
355025,1,0,0,0,0.0
356754,6,0,0,0,0.0
360595,42,0,3,0,0.0
360941,3,1,0,0,0.0
362968,0,1,0,0,0.0
363644,47,0,8,0,0.0
363716,1,0,0,0,0.0
368686,1,0,1,0,0.0
370247,6,0,0,0,0.0
370786,7,0,0,0,0.0
371308,4,0,2,0,0.0
372033,31,1,2,0,0.0
372171,2,0,0,0,0.0
374342,6,0,0,0,0.0
379687,1,0,0,0,0.0
379863,2,1,0,0,0.0
385061,3,0,0,0,0.0
386405,3,0,0,0,0.0
387677,3,0,0,0,0.0
388626,4,0,0,0,0.0
388942,33,1,5,0,0.0
390188,10,0,2,0,0.0
391823,3,0,3,0,0.0
393663,193,12,1,0,0.0
394667,15,1,1,0,0.0
395319,2,0,0,0,0.0
396247,4,0,0,0,0.0
397030,3,0,0,0,0.0
399980,93,4,3,0,0.0
402682,20,0,1,0,0.0
403225,0,0,1,0,0.0
403903,9,0,1,0,0.0
406219,5,0,0,0,0.0
406528,2,0,0,0,0.0
408119,4,1,0,0,0.0
409502,9,0,1,0,0.0
414669,3,0,1,0,0.0
414935,23,0,0,0,0.0
416183,9,0,0,0,0.0
423401,1,0,0,0,0.0
425327,9,1,0,0,0.0
425574,164,12,4,0,0.0
427759,1,1,0,0,0.0
428513,34,4,2,0,0.0
428575,27,0,1,0,0.0
429792,1,0,0,0,0.0
431060,18,0,0,0,0.0
433130,16,1,0,0,0.0
436240,5,0,1,0,0.0
436743,1,0,0,0,0.0
436979,37,0,4,0,0.0
437127,3,0,1,0,0.0
437197,13,0,1,0,0.0
438014,1,0,0,0,0.0
438725,1,0,0,0,0.0
442567,35,1,1,0,0.0
443259,6,0,1,0,0.0
445662,25,2,1,0,0.0
449431,2,0,0,0,0.0
453243,58,3,0,0,0.0
454621,1,0,0,0,0.0
455059,4,0,0,0,0.0
455454,3,0,0,0,0.0
455842,2,0,0,0,0.0
456244,11,0,0,0,0.0
456480,1,0,0,0,0.0
457507,35,1,2,0,0.0
459134,5,0,0,0,0.0
461696,4,0,0,0,0.0
463642,2,0,0,0,0.0
465980,14,0,1,0,0.0
467470,17,1,0,0,0.0
468291,6,1,1,0,0.0
469547,6,0,0,0,0.0
470396,1,0,0,0,0.0
470506,4,0,0,0,0.0
472179,1,0,0,0,0.0
475200,1,0,0,0,0.0
478154,4,0,1,0,0.0
479797,13,0,0,0,0.0
481060,6,1,0,0,0.0
481472,68,6,3,0,0.0
481847,5,0,0,0,0.0
482940,22,0,3,0,0.0
484957,26,2,0,0,0.0
485963,2,0,0,0,0.0
489878,6,0,0,0,0.0
490076,284,0,11,0,0.0
490422,1,0,0,0,0.0
491521,3,0,0,0,0.0
493676,26,2,0,0,0.0
495107,1,0,0,0,0.0
497797,4,0,0,0,0.0
498433,0,0,1,0,0.0
499569,1,0,0,0,0.0
504058,1,0,0,0,0.0
504559,4,0,0,0,0.0
505975,4,0,0,0,0.0
507147,0,1,0,0,0.0
507291,27,1,2,0,0.0
507483,1,0,0,0,0.0
510435,3,0,0,0,0.0
511680,60,3,5,0,0.0
514585,6,0,0,0,0.0
515576,1,0,0,0,0.0
517474,2,0,0,0,0.0
521892,1,0,0,0,0.0
524690,10,0,0,0,0.0
524991,9,0,1,0,0.0
529278,40,0,2,0,0.0
530911,1,0,0,0,0.0
531556,1,0,0,0,0.0
536027,5,0,0,0,0.0
538041,2,0,0,0,0.0
538518,9,0,0,0,0.0
540542,1,0,0,0,0.0
540862,1,0,0,0,0.0
542417,17,0,0,0,0.0
542819,4,0,0,0,0.0
543590,36,2,1,0,0.0
544455,1,0,0,0,0.0
551306,2,0,0,0,0.0
553846,7,0,0,0,0.0
555560,5,0,0,0,0.0
556840,1,0,0,0,0.0
557684,1,0,0,0,0.0
558312,1,0,0,0,0.0
560416,1,0,0,0,0.0
561267,6,1,0,0,0.0
563845,2,0,0,0,0.0
564928,40,2,2,0,0.0
565751,58,0,4,0,0.0
565986,61,2,3,0,0.0
569663,3,0,0,0,0.0
572644,10,0,1,0,0.0
577442,21,1,0,0,0.0
578336,27,0,0,0,0.0
579914,142,3,12,0,0.0
584401,2,1,0,0,0.0
585280,27,1,0,0,0.0
586060,6,0,0,0,0.0
586317,7,0,0,0,0.0
587452,19,0,0,0,0.0
588668,12,0,1,0,0.0
589117,5,1,0,0,0.0
589207,6,0,0,0,0.0
589513,107,3,1,0,0.0
596086,1,0,0,0,0.0
597734,95,6,5,0,0.0
598399,2,0,0,0,0.0
598545,34,0,0,0,0.0
600598,1,0,0,0,0.0
602867,4,0,0,0,0.0
603882,25,0,0,0,0.0
604527,4,0,0,0,0.0
604890,0,0,1,0,0.0
605687,4,0,2,0,0.0
608928,1,0,0,0,0.0
609839,7,1,0,0,0.0
614994,1,0,2,0,0.0
618085,10,0,0,0,0.0
624129,14,1,0,0,0.0
625930,0,0,1,0,0.0
626403,1,0,0,0,0.0
629343,3,0,0,0,0.0
632079,1,0,0,0,0.0
632990,2,0,0,0,0.0
635704,37,0,2,0,0.0
635961,5,0,0,0,0.0
639551,2,0,0,0,0.0
645856,118,1,4,0,0.0
646474,2,0,0,0,0.0
648726,1,0,0,0,0.0
653715,1,0,1,0,0.0
655334,18,1,2,0,0.0
658007,13,0,1,0,0.0
660726,1,0,0,0,0.0
660942,12,0,1,0,0.0
662979,7,0,0,0,0.0
664356,3,0,0,0,0.0
665347,9,0,0,0,0.0
667349,65,1,1,0,0.0
667964,24,0,5,0,0.0
669740,6,0,0,0,0.0
672475,2,0,0,0,0.0
673323,9,0,0,0,0.0
677761,1,0,0,0,0.0
680185,7,0,0,0,0.0
681850,32,0,1,0,0.0
684953,1,0,1,0,0.0
685842,12,1,2,0,0.0
687307,8,0,0,0,0.0
693142,7,0,0,0,0.0
694810,2,0,0,0,0.0
696911,4,0,0,0,0.0
697095,3,0,0,0,0.0
702162,20,0,0,0,0.0
704515,80,1,4,0,0.0
710485,1,0,0,0,0.0
712478,2,0,0,0,0.0
713342,18,0,2,0,0.0
713487,4,0,0,0,0.0
714624,1,0,0,0,0.0
716577,3,0,0,0,0.0
716840,1,0,0,0,0.0
718211,13,2,2,0,0.0
718302,1,0,0,0,0.0
718452,1,0,0,0,0.0
721015,10,0,0,0,0.0
725994,7,0,0,0,0.0
727648,29,0,3,0,0.0
731293,10,2,1,0,0.0
733088,9,0,1,0,0.0
733959,1,0,0,0,0.0
734018,23,0,0,0,0.0
736367,2,0,0,0,0.0
738207,2,0,0,0,0.0
738823,26,0,4,0,0.0
740932,4,0,0,0,0.0
741645,23,4,0,0,0.0
743465,1,0,0,0,0.0
745134,100,3,1,0,0.0
748392,9,1,0,0,0.0
749585,6,0,1,0,0.0
753591,17,0,0,0,0.0
754223,1,0,0,0,0.0
754825,16,0,0,0,0.0
757182,10,2,2,0,0.0
760108,1,0,0,0,0.0
762327,6,0,0,0,0.0
763509,11,0,0,0,0.0
764716,11,1,3,0,0.0
767449,3,0,0,0,0.0
770683,60,1,1,0,0.0
771062,29,0,0,0,0.0
773545,4,0,0,0,0.0
773704,8,0,1,0,0.0
774140,30,0,0,0,0.0
776529,7,1,0,0,0.0
779756,5,0,0,0,0.0
781799,2,0,0,0,0.0
783805,1,0,0,0,0.0
786559,2,0,0,0,0.0
792836,38,0,0,0,0.0
793987,25,0,2,0,0.0
796075,93,1,6,0,0.0
796715,14,0,0,0,0.0
799586,1,0,0,0,0.0
800324,7,0,1,0,0.0
801865,40,1,3,0,0.0
807480,3,0,0,0,0.0
807963,94,5,0,0,0.0
808046,2,0,0,0,0.0
808429,25,0,0,0,0.0
810054,3,0,0,0,0.0
810277,3,0,0,0,0.0
811456,12,0,0,0,0.0
811638,131,1,5,0,0.0
812925,2,0,0,0,0.0
813789,27,1,2,0,0.0
814566,46,3,8,0,0.0
815995,4,0,0,0,0.0
818120,15,0,0,0,0.0
823219,56,2,0,0,0.0
823629,15,0,0,0,0.0
825827,10,0,1,0,0.0
826250,74,0,0,0,0.0
827577,1,0,0,0,0.0
827837,40,1,4,0,0.0
828063,4,0,0,0,0.0
833103,2,0,1,0,0.0
833218,1,0,0,0,0.0
833596,1,0,0,0,0.0
834620,57,1,4,0,0.0
835253,1,0,0,0,0.0
835752,6,0,0,0,0.0
836490,11,0,1,0,0.0
837019,5,0,0,0,0.0
838020,11,0,1,0,0.0
841304,4,0,0,0,0.0
843337,39,0,5,0,0.0
845991,11,0,0,0,0.0
846466,3,0,0,0,0.0
846819,3,0,0,0,0.0
849098,4,0,0,0,0.0
850355,1,0,0,0,0.0
851609,1,0,1,0,0.0
852546,55,1,1,0,0.0
854779,4,0,0,0,0.0
856881,1,0,0,0,0.0
857232,19,2,1,0,0.0
858185,14,0,1,0,0.0
858696,1,0,0,0,0.0
859406,1,0,0,0,0.0
860408,2,0,0,0,0.0
861112,2,0,1,0,0.0
862987,3,0,0,0,0.0
863140,3,0,0,0,0.0
863609,1,0,0,0,0.0
863892,102,2,1,0,0.0
865432,1,0,0,0,0.0
869314,3,0,0,0,0.0
871215,3,1,0,0,0.0
871669,4,0,1,0,0.0
874340,5,1,0,0,0.0
875715,1,0,1,0,0.0
